2005/04/01, 10.7255
2005/04/04, 10.6626
2005/04/05, 10.6022
2005/04/06, 10.6436
2005/04/07, 10.6957
2005/04/08, 10.6096
2005/04/11, 10.7354
2005/04/12, 10.747
2005/04/13, 10.6949
2005/04/14, 10.6105
2005/04/15, 10.6502
2005/04/18, 10.7321
2005/04/19, 10.7561
2005/04/20, 10.8
2005/04/21, 10.8075
2005/04/22, 10.8232
2005/04/25, 10.7313
2005/04/26, 10.7437
2005/04/27, 10.6932
2005/04/28, 10.6808
2005/04/29, 10.7239
2005/05/02, 10.6461
2005/05/03, 10.6403
2005/05/04, 10.7206
2005/05/05, 10.7214
2005/05/06, 10.7156
2005/05/09, 10.6138
2005/05/10, 10.6386
2005/05/11, 10.6618
2005/05/12, 10.5699
2005/05/13, 10.4574
2005/05/16, 10.4416
2005/05/17, 10.4582
2005/05/18, 10.4458
2005/05/19, 10.4632
2005/05/20, 10.4342
2005/05/23, 10.3854
2005/05/24, 10.4425
2005/05/25, 10.3986
2005/05/26, 10.3647
2005/05/27, 10.3878
2005/05/30, 10.3225
2005/05/31, 10.2058
2005/06/01, 10.1205
2005/06/02, 10.1495
2005/06/03, 10.171
2005/06/06, 10.1569
2005/06/07, 10.1677
2005/06/08, 10.2
2005/06/09, 10.1296
2005/06/10, 10.1213
2005/06/13, 9.9831
2005/06/14, 10.0228
2005/06/15, 9.9889
2005/06/16, 10.027
2005/06/17, 10.0783
2005/06/20, 10.1056
2005/06/21, 10.0079
2005/06/22, 10.0237
2005/06/23, 9.9864
2005/06/24, 9.9997
2005/06/27, 10.0675
2005/06/28, 10.0104
2005/06/29, 9.9765
2005/06/30, 10.0079
2005/07/01, 10.0038
2005/07/04, 9.8441
2005/07/05, 9.835
2005/07/06, 9.8598
2005/07/07, 9.8962
2005/07/08, 9.8523
2005/07/11, 9.9368
2005/07/12, 10.0692
2005/07/13, 10.0841
2005/07/14, 9.9873
2005/07/15, 9.9922
2005/07/18, 9.9765
2005/07/19, 9.9029
2005/07/20, 9.984
2005/07/21, 9.8836
2005/07/22, 9.8493
2005/07/25, 9.7843
2005/07/26, 9.7213
2005/07/27, 9.7272
2005/07/28, 9.8107
2005/07/29, 9.8021
2005/08/01, 9.903
2005/08/02, 9.8997
2005/08/03, 9.9758
2005/08/04, 9.9817
2005/08/05, 10.0372
2005/08/08, 10.0308
2005/08/09, 10.0259
2005/08/10, 10.033
2005/08/11, 10.0483
2005/08/12, 10.0877
2005/08/15, 10.0194
2005/08/16, 9.9738
2005/08/17, 9.9594
2005/08/18, 9.8934
2005/08/19, 9.874
2005/08/22, 9.914
2005/08/23, 9.9102
2005/08/24, 9.8915
2005/08/25, 9.9406
2005/08/26, 9.9644
2005/08/29, 9.9484
2005/08/30, 9.8633
2005/08/31, 9.8801
2005/09/01, 10.028
2005/09/02, 10.1501
2005/09/05, 10.1452
2005/09/06, 10.1004
2005/09/07, 10.076
2005/09/08, 10.0518
2005/09/09, 10.0507
2005/09/12, 9.9641
2005/09/13, 9.9362
2005/09/14, 9.9635
2005/09/15, 9.8868
2005/09/16, 9.901
2005/09/19, 9.8214
2005/09/20, 9.8314
2005/09/21, 9.8914
2005/09/22, 9.8869
2005/09/23, 9.8047
2005/09/26, 9.7366
2005/09/27, 9.7144
2005/09/28, 9.7426
2005/09/29, 9.7626
2005/09/30, 9.7444
2005/10/03, 9.6562
2005/10/04, 9.6602
2005/10/05, 9.6675
2005/10/06, 9.7598
2005/10/07, 9.8269
2005/10/10, 9.7748
2005/10/11, 9.7233
2005/10/12, 9.7139
2005/10/13, 9.69
2005/10/14, 9.7067
2005/10/17, 9.723
2005/10/18, 9.6582
2005/10/19, 9.6704
2005/10/20, 9.6706
2005/10/21, 9.7159
2005/10/24, 9.6646
2005/10/25, 9.7219
2005/10/26, 9.7518
2005/10/27, 9.8086
2005/10/28, 9.8124
2005/10/31, 9.72
2005/11/01, 9.7097
2005/11/02, 9.6957
2005/11/03, 9.7341
2005/11/04, 9.6485
2005/11/07, 9.5629
2005/11/08, 9.4946
2005/11/09, 9.491
2005/11/10, 9.5092
2005/11/11, 9.4577
2005/11/14, 9.4677
2005/11/15, 9.4322
2005/11/16, 9.4391
2005/11/17, 9.4524
2005/11/18, 9.4404
2005/11/21, 9.5472
2005/11/22, 9.459
2005/11/23, 9.5169
2005/11/24, 9.5213
2005/11/25, 9.5063
2005/11/28, 9.4775
2005/11/29, 9.5283
2005/11/30, 9.5098
